Date,County,Crop,Yield_Tons,Rainfall_mm,Temperature_C,Price_KSH_per_kg,Area_Planted_Hectares,Fertilizer_Used_kg
2019-11-30,Uasin Gishu,Potatoes,5433.0,109.0,23.3,55.8,4146.7,1798.8
2019-11-30,Trans Nzoia,Maize,2597.5,66.4,23.8,54.9,2188.2,794.6
2019-11-30,Trans Nzoia,Wheat,6675.8,55.8,21.4,47.0,1858.5,1840.4
2019-11-30,Trans Nzoia,Rice,4829.2,46.7,17.7,50.9,2408.7,1941.0
2019-11-30,Trans Nzoia,Beans,6443.8,100.1,22.3,59.8,1203.4,1515.1
2019-11-30,Trans Nzoia,Potatoes,5679.7,41.1,17.5,18.2,2344.7,1824.6
2019-11-30,Meru,Maize,9009.9,60.4,26.0,42.1,4429.1,1301.2
2019-11-30,Meru,Wheat,2896.9,92.9,23.6,53.5,3101.6,991.2
2019-11-30,Meru,Rice,5874.8,59.2,22.8,44.3,4707.1,1715.7
2019-11-30,Meru,Beans,2881.0,52.7,17.5,66.9,3826.3,1910.4
2019-11-30,Meru,Potatoes,4716.6,103.3,23.5,36.6,2808.6,1121.2
2019-11-30,Kiambu,Maize,4060.9,100.9,21.7,29.7,2068.4,1572.2
2019-11-30,Kiambu,Wheat,2738.5,98.2,16.9,57.1,1233.3,1220.6
2019-11-30,Kiambu,Rice,2771.7,61.2,20.3,40.9,3628.5,1677.9
2019-11-30,Kiambu,Beans,9055.7,70.3,20.6,51.7,3128.2,1028.2
2019-11-30,Kiambu,Potatoes,4290.1,96.0,18.5,54.3,3577.5,1181.2
2019-11-30,Machakos,Maize,8910.7,83.8,23.2,65.2,2062.0,1943.9
2019-11-30,Machakos,Wheat,2926.9,90.0,17.9,40.5,2384.8,1268.2
2019-11-30,Machakos,Rice,7189.0,90.6,22.4,47.7,2554.3,1043.7
2019-11-30,Machakos,Beans,9581.8,81.8,27.2,42.7,4494.5,1746.9
2019-11-30,Machakos,Potatoes,2991.8,86.7,18.6,30.8,4289.7,1206.5
2019-12-31,Nakuru,Maize,7169.6,85.2,23.3,63.4,2821.5,1802.4
2019-12-31,Nakuru,Wheat,6402.0,63.2,24.3,55.8,3989.9,1040.3
2019-12-31,Nakuru,Rice,5939.1,67.4,21.3,46.6,3822.2,1649.9
2019-12-31,Nakuru,Beans,6737.4,107.7,23.7,53.8,4448.9,897.6
2019-12-31,Nakuru,Potatoes,6906.1,108.7,18.3,29.8,4683.9,1139.7
2019-12-31,Uasin Gishu,Maize,2523.6,75.0,21.7,52.0,3947.1,1602.6
2019-12-31,Uasin Gishu,Wheat,6622.9,90.7,27.6,49.0,2311.9,1124.4
2019-12-31,Uasin Gishu,Rice,5391.8,100.6,17.3,45.8,2714.0,796.1
2019-12-31,Uasin Gishu,Beans,6286.6,111.0,18.8,49.0,3627.1,1709.4
2019-12-31,Uasin Gishu,Potatoes,9284.0,88.6,20.9,27.1,3686.6,1212.0
2019-12-31,Trans Nzoia,Maize,8730.1,108.5,26.3,27.4,1482.7,708.1
2019-12-31,Trans Nzoia,Wheat,6160.9,93.3,23.9,45.9,3673.7,1563.2
2019-12-31,Trans Nzoia,Rice,5909.5,100.4,20.0,32.6,1335.2,1328.7
2019-12-31,Trans Nzoia,Beans,4334.1,98.5,23.2,54.0,2037.7,895.3
2019-12-31,Trans Nzoia,Potatoes,9286.5,71.2,17.9,58.2,3737.5,1804.5
2019-12-31,Meru,Maize,5008.3,75.4,26.4,30.3,4806.2,1260.9
2019-12-31,Meru,Wheat,8183.6,68.0,17.9,50.6,2424.3,1119.7
2019-12-31,Meru,Rice,5763.9,42.6,22.2,40.1,1114.7,1211.8
2019-12-31,Meru,Beans,9317.8,113.8,23.4,49.1,2788.5,1719.5
2019-12-31,Meru,Potatoes,4940.1,66.4,21.7,51.1,1093.1,1115.6
2019-12-31,Kiambu,Maize,5564.3,90.7,18.2,54.4,3367.1,607.4
2019-12-31,Kiambu,Wheat,2271.5,86.7,23.8,27.1,3783.2,1705.7
2019-12-31,Kiambu,Rice,2230.2,38.4,22.6,53.0,1238.6,1654.2
2019-12-31,Kiambu,Beans,3615.5,116.3,22.9,58.3,3173.1,1618.2
2019-12-31,Kiambu,Potatoes,8230.7,78.7,24.4,41.0,4148.1,965.7
2019-12-31,Machakos,Maize,5214.2,77.6,21.2,46.6,2026.9,1845.3
2019-12-31,Machakos,Wheat,4305.9,101.3,18.4,49.2,1037.2,1854.3
2019-12-31,Machakos,Rice,7210.1,78.9,19.2,32.8,3196.5,1517.7
2019-12-31,Machakos,Beans,2347.6,102.9,24.5,58.5,1640.0,1160.6
2019-12-31,Machakos,Potatoes,3814.1,74.1,22.5,63.6,2166.2,970.6
2020-01-31,Nakuru,Maize,5335.9,39.6,22.4,55.9,3129.9,1334.4
2020-01-31,Nakuru,Wheat,2988.7,3.3,19.2,93.3,4469.2,1870.9
2020-01-31,Nakuru,Rice,5288.2,42.3,26.5,82.9,2095.4,1327.3
2020-01-31,Nakuru,Beans,1885.6,19.2,25.5,94.7,3423.8,1334.6
2020-01-31,Nakuru,Potatoes,2452.2,5.1,20.0,77.4,3112.8,1525.2
2020-01-31,Uasin Gishu,Maize,2209.0,39.6,24.1,42.4,2204.8,859.6
2020-01-31,Uasin Gishu,Wheat,2175.9,33.8,20.4,86.7,1337.4,943.3
2020-01-31,Uasin Gishu,Rice,5804.8,58.6,23.1,76.7,2344.7,1224.0
2020-01-31,Uasin Gishu,Beans,5816.4,32.0,21.6,60.2,1072.7,966.6
2020-01-31,Uasin Gishu,Potatoes,5569.7,68.4,18.3,70.6,2039.7,1994.3
2020-01-31,Trans Nzoia,Maize,2745.3,67.0,23.6,48.3,2803.9,1936.4
2020-01-31,Trans Nzoia,Wheat,2985.9,49.7,21.3,58.5,1102.2,1092.3
2020-01-31,Trans Nzoia,Rice,2622.0,30.2,21.0,48.5,2844.1,1738.5
2020-01-31,Trans Nzoia,Beans,4625.3,54.5,18.3,87.7,4536.4,858.1
2020-01-31,Trans Nzoia,Potatoes,4296.8,44.7,23.4,89.0,4699.6,979.8
2020-01-31,Meru,Maize,5506.9,37.9,21.9,61.6,4097.5,1950.3
2020-01-31,Meru,Wheat,6244.5,47.9,21.8,59.1,2834.8,1470.5
2020-01-31,Meru,Rice,2505.5,36.5,22.1,82.2,4989.3,1732.6
2020-01-31,Meru,Beans,2316.0,21.6,23.8,53.7,3153.3,539.7
2020-01-31,Meru,Potatoes,5154.2,32.3,20.1,81.4,4932.2,1309.1
2020-01-31,Kiambu,Maize,2821.3,53.7,17.5,33.3,1259.0,1099.2
2020-01-31,Kiambu,Wheat,2507.0,44.8,27.8,48.2,4361.2,1603.1
2020-01-31,Kiambu,Rice,2982.1,52.4,23.5,34.9,3206.5,581.6
2020-01-31,Kiambu,Beans,2362.2,7.3,20.2,80.9,2737.9,564.5
2020-01-31,Kiambu,Potatoes,2696.1,49.1,20.5,86.0,4641.1,1029.7
2020-01-31,Machakos,Maize,4534.8,34.1,25.8,56.2,4236.8,1922.9
2020-01-31,Machakos,Wheat,2533.8,61.9,24.3,94.7,2202.7,1486.3
2020-01-31,Machakos,Rice,5880.0,51.8,24.3,88.6,1482.5,1584.8
2020-01-31,Machakos,Beans,3181.9,31.2,21.1,68.6,3677.4,910.1
2020-01-31,Machakos,Potatoes,4015.6,44.0,27.2,58.7,2482.7,1679.2
2020-02-29,Nakuru,Maize,6320.6,18.9,20.7,80.8,4947.6,1121.1
2020-02-29,Nakuru,Wheat,5062.0,30.7,25.8,57.3,4574.4,1721.3
2020-02-29,Nakuru,Rice,1724.5,43.4,25.0,89.6,4600.5,691.4
2020-02-29,Nakuru,Beans,4312.1,54.9,19.5,59.0,4155.4,1419.7
2020-02-29,Nakuru,Potatoes,2742.5,29.3,18.7,74.3,1995.6,1581.1
2020-02-29,Uasin Gishu,Maize,5604.4,21.1,24.0,49.2,3190.4,1806.9
2020-02-29,Uasin Gishu,Wheat,2343.5,42.5,22.2,38.1,3201.9,1574.1
2020-02-29,Uasin Gishu,Rice,2768.4,29.3,23.3,35.0,2153.4,1125.2
2020-02-29,Uasin Gishu,Beans,6075.3,51.3,24.4,98.2,1330.8,996.2
2020-02-29,Uasin Gishu,Potatoes,1873.4,48.9,24.6,74.1,1048.2,1375.6
2020-02-29,Trans Nzoia,Maize,5532.3,57.4,17.1,54.8,1856.5,643.1
2020-02-29,Trans Nzoia,Wheat,2135.9,11.5,18.4,69.4,1167.9,1716.7
2020-02-29,Trans Nzoia,Rice,4195.0,10.6,22.4,49.1,4041.3,523.0
2020-02-29,Trans Nzoia,Beans,1800.0,58.5,25.9,81.1,3250.4,1992.7
2020-02-29,Trans Nzoia,Potatoes,3321.7,52.5,23.8,51.5,2758.8,1093.6
2020-02-29,Meru,Maize,6398.1,39.1,21.9,62.3,3745.0,538.5
2020-02-29,Meru,Wheat,5012.9,63.8,23.6,31.3,1401.6,994.8
2020-02-29,Meru,Rice,3300.9,51.0,24.3,42.7,4508.4,1536.0
2020-02-29,Meru,Beans,5610.9,55.5,26.3,70.4,2188.9,1653.4
2020-02-29,Meru,Potatoes,4445.9,42.8,21.2,72.0,2057.4,915.7
2020-02-29,Kiambu,Maize,2214.0,48.3,15.3,68.2,4391.3,609.5
2020-02-29,Kiambu,Wheat,4830.1,40.6,29.4,70.1,1322.4,623.0
2020-02-29,Kiambu,Rice,1980.0,38.2,19.2,40.9,1916.0,1608.7
2020-02-29,Kiambu,Beans,2953.3,40.6,17.4,81.5,1055.6,1896.0
2020-02-29,Kiambu,Potatoes,6428.4,21.2,21.0,48.4,4520.9,1996.7
2020-02-29,Machakos,Maize,2837.5,24.8,21.0,75.8,1744.7,1926.8
2020-02-29,Machakos,Wheat,2688.6,45.6,21.1,60.7,3842.9,1774.8
2020-02-29,Machakos,Rice,2856.5,40.4,26.2,92.9,1607.0,685.9
2020-02-29,Machakos,Beans,2008.3,49.9,21.5,73.8,4065.5,1643.8
2020-02-29,Machakos,Potatoes,5234.0,45.1,28.1,37.6,2099.8,648.5
2020-03-31,Nakuru,Maize,9564.9,113.2,26.0,17.8,2671.5,1728.8
2020-03-31,Nakuru,Wheat,7718.4,48.5,20.9,26.2,1169.3,1335.4
2020-03-31,Nakuru,Rice,10269.9,115.0,23.3,15.7,4417.1,1153.1
2020-03-31,Nakuru,Beans,6711.9,105.9,19.4,26.2,1413.5,1410.6
2020-03-31,Nakuru,Potatoes,4018.3,77.9,24.1,23.1,2964.7,1315.9
2020-03-31,Uasin Gishu,Maize,8479.2,143.9,24.7,39.7,1190.5,809.5
2020-03-31,Uasin Gishu,Wheat,10302.9,127.0,19.3,40.6,1930.2,960.4
2020-03-31,Uasin Gishu,Rice,8698.5,101.2,21.7,46.9,3449.5,1846.0
2020-03-31,Uasin Gishu,Beans,7060.3,105.4,17.7,22.2,1548.2,1604.4
2020-03-31,Uasin Gishu,Potatoes,6963.0,95.8,22.4,16.7,1025.4,672.7
2020-03-31,Trans Nzoia,Maize,10247.1,136.3,27.4,27.9,2159.7,1673.0
2020-03-31,Trans Nzoia,Wheat,9835.2,153.4,23.1,41.2,1980.1,786.0
2020-03-31,Trans Nzoia,Rice,3237.7,115.6,20.0,38.6,4943.9,953.5
2020-03-31,Trans Nzoia,Beans,7817.1,115.2,21.0,38.5,2601.6,1426.2
2020-03-31,Trans Nzoia,Potatoes,9255.4,122.0,19.8,10.0,3594.6,965.2
2020-03-31,Meru,Maize,6985.6,153.6,22.0,26.8,4158.2,672.8
2020-03-31,Meru,Wheat,5353.5,149.1,20.5,28.5,2843.2,920.3
2020-03-31,Meru,Rice,10848.3,126.4,23.7,22.6,3922.5,1793.4
2020-03-31,Meru,Beans,3281.3,115.4,22.1,21.9,3123.7,1433.0
2020-03-31,Meru,Potatoes,9655.0,126.0,19.0,32.9,3336.8,1671.3
2020-03-31,Kiambu,Maize,4719.4,155.6,20.3,29.9,2827.8,1735.9
2020-03-31,Kiambu,Wheat,5301.9,108.8,23.3,36.5,1845.3,1906.7
2020-03-31,Kiambu,Rice,6622.3,78.2,18.3,35.4,4779.5,589.5
2020-03-31,Kiambu,Beans,3276.5,130.7,19.3,25.3,1741.4,1148.5
2020-03-31,Kiambu,Potatoes,4602.5,133.4,25.4,24.2,2632.9,1594.1
2020-03-31,Machakos,Maize,3096.8,103.1,17.9,22.5,2403.6,773.6
2020-03-31,Machakos,Wheat,10311.7,111.4,22.2,33.8,2098.5,1846.2
2020-03-31,Machakos,Rice,7884.3,112.8,24.4,32.2,4199.1,1014.2
2020-03-31,Machakos,Beans,7739.6,136.7,18.9,35.5,1184.8,1177.6
2020-03-31,Machakos,Potatoes,4880.2,88.6,22.6,31.8,4751.6,1685.6
2020-04-30,Nakuru,Maize,7091.8,107.3,18.1,41.7,4334.4,1991.4
2020-04-30,Nakuru,Wheat,4113.7,112.0,29.8,14.8,1796.9,1474.2
2020-04-30,Nakuru,Rice,11886.8,67.0,21.5,17.2,2767.3,644.9
2020-04-30,Nakuru,Beans,7988.7,67.7,24.1,33.0,4365.5,1142.1
2020-04-30,Nakuru,Potatoes,5250.2,105.0,17.6,27.2,4321.7,801.8
2020-04-30,Uasin Gishu,Maize,5497.1,152.5,23.5,17.9,2439.8,556.8
2020-04-30,Uasin Gishu,Wheat,6049.3,186.7,25.3,26.5,4968.5,775.1
2020-04-30,Uasin Gishu,Rice,8041.2,154.2,24.3,23.0,2136.6,1489.4
2020-04-30,Uasin Gishu,Beans,3189.3,152.9,24.3,28.4,2366.0,1026.9
2020-04-30,Uasin Gishu,Potatoes,9688.2,111.0,30.7,11.3,3170.3,1717.2
2020-04-30,Trans Nzoia,Maize,6479.2,125.6,21.6,24.6,2033.5,1836.9
2020-04-30,Trans Nzoia,Wheat,5224.8,153.6,25.0,21.5,1454.4,559.1
2020-04-30,Trans Nzoia,Rice,10937.0,94.8,26.6,22.6,3256.2,1843.8
2020-04-30,Trans Nzoia,Beans,5225.8,99.8,19.5,27.5,2184.9,1218.6
2020-04-30,Trans Nzoia,Potatoes,9962.6,103.8,18.2,27.0,1506.0,506.2
2020-04-30,Meru,Maize,7075.0,116.1,18.9,10.0,3526.4,1837.3
2020-04-30,Meru,Wheat,3898.0,111.3,21.3,16.3,1947.3,1299.2
2020-04-30,Meru,Rice,8228.4,97.2,20.5,34.1,1189.2,1153.1
2020-04-30,Meru,Beans,4164.1,116.3,16.5,22.0,2908.0,877.5
2020-04-30,Meru,Potatoes,7625.1,139.1,23.7,18.5,1860.0,1743.3
2020-04-30,Kiambu,Maize,10879.2,120.7,18.9,41.5,2346.2,1991.6
2020-04-30,Kiambu,Wheat,5603.5,102.8,24.3,20.8,3859.1,1087.6
2020-04-30,Kiambu,Rice,11554.5,74.6,21.3,27.1,3713.8,1817.3
2020-04-30,Kiambu,Beans,7397.0,125.3,19.4,33.9,2883.8,1561.8
2020-04-30,Kiambu,Potatoes,7123.7,90.9,24.7,25.7,1554.3,1811.7
2020-04-30,Machakos,Maize,4802.3,110.0,21.6,10.3,2178.3,595.1
2020-04-30,Machakos,Wheat,10638.8,177.2,19.7,25.8,1461.3,1976.1
2020-04-30,Machakos,Rice,4743.3,132.3,25.2,21.6,1838.5,1875.6
2020-04-30,Machakos,Beans,11659.9,129.4,20.0,33.1,3785.0,1604.2
2020-04-30,Machakos,Potatoes,4275.5,60.9,22.7,25.5,2224.5,1804.6
2020-05-31,Nakuru,Maize,11780.4,130.2,22.4,13.8,2224.2,1957.8
2020-05-31,Nakuru,Wheat,11289.3,88.1,19.5,43.7,2047.7,1478.8
2020-05-31,Nakuru,Rice,3555.3,149.1,20.6,28.4,4252.5,956.6
2020-05-31,Nakuru,Beans,4870.1,171.4,26.9,36.1,2921.4,1244.4
2020-05-31,Nakuru,Potatoes,5864.9,83.1,28.2,31.2,2496.6,1464.1
2020-05-31,Uasin Gishu,Maize,9466.2,113.8,17.9,22.4,2525.6,1595.8
2020-05-31,Uasin Gishu,Wheat,8905.3,146.9,22.6,41.3,2414.9,1430.4
2020-05-31,Uasin Gishu,Rice,7834.5,106.3,24.3,25.1,3831.4,1354.5
2020-05-31,Uasin Gishu,Beans,8258.2,97.6,20.3,37.3,4369.0,1983.3
2020-05-31,Uasin Gishu,Potatoes,8412.7,118.6,25.5,20.3,2852.8,1460.2
2020-05-31,Trans Nzoia,Maize,3834.9,175.0,25.6,40.1,4556.8,1982.4
2020-05-31,Trans Nzoia,Wheat,8086.4,113.7,15.4,16.9,1814.6,1836.0
2020-05-31,Trans Nzoia,Rice,3549.8,123.5,23.2,22.2,4593.0,1751.4
2020-05-31,Trans Nzoia,Beans,7760.9,100.1,23.9,24.9,4778.6,1022.0
2020-05-31,Trans Nzoia,Potatoes,3907.7,140.6,22.0,39.4,2586.6,907.5
2020-05-31,Meru,Maize,10560.3,146.7,16.6,32.1,3022.6,1934.9
2020-05-31,Meru,Wheat,11289.6,105.0,18.1,35.3,3045.3,893.8
2020-05-31,Meru,Rice,3356.8,111.5,16.5,47.9,4643.7,1337.2
2020-05-31,Meru,Beans,5281.6,102.1,24.1,32.0,2299.1,1903.7
2020-05-31,Meru,Potatoes,5266.4,130.4,21.8,41.7,2036.5,585.6
2020-05-31,Kiambu,Maize,4853.9,126.1,17.9,36.5,4064.1,1052.2
2020-05-31,Kiambu,Wheat,11546.8,107.5,20.7,20.2,2153.6,1727.9
2020-05-31,Kiambu,Rice,4618.1,111.6,23.5,19.6,2860.1,1560.0
2020-05-31,Kiambu,Beans,6726.4,122.4,23.0,21.7,2299.2,1595.2
2020-05-31,Kiambu,Potatoes,9906.5,98.0,16.3,47.6,3388.7,908.7
2020-05-31,Machakos,Maize,7351.7,144.0,26.5,19.6,4824.3,1912.4
2020-05-31,Machakos,Wheat,5390.9,198.4,21.2,25.4,4452.3,950.7
2020-05-31,Machakos,Rice,4122.0,67.8,22.3,31.8,4080.1,1792.5
2020-05-31,Machakos,Beans,6564.3,125.0,19.7,13.4,1774.0,727.8
2020-05-31,Machakos,Potatoes,6493.5,150.9,30.0,20.6,4232.8,1776.5
2020-06-30,Nakuru,Maize,3978.6,0.0,21.3,79.2,4219.7,1094.5
2020-06-30,Nakuru,Wheat,5826.1,37.8,30.1,51.5,3540.1,1202.1
2020-06-30,Nakuru,Rice,6311.7,59.3,23.4,90.3,3946.8,1152.8
2020-06-30,Nakuru,Beans,3777.7,63.9,24.2,46.7,1102.9,1787.1
2020-06-30,Nakuru,Potatoes,3935.5,19.5,21.0,60.7,3355.1,1355.0
2020-06-30,Uasin Gishu,Maize,6210.8,62.4,24.3,61.8,2501.9,1109.6
2020-06-30,Uasin Gishu,Wheat,6141.6,31.1,17.1,97.1,4620.6,1855.6
2020-06-30,Uasin Gishu,Rice,3811.3,21.9,23.9,62.6,1073.9,1594.3
2020-06-30,Uasin Gishu,Beans,4324.7,38.8,26.2,93.6,1318.8,1830.0
2020-06-30,Uasin Gishu,Potatoes,2111.3,31.9,22.8,47.7,2990.4,1815.5
2020-06-30,Trans Nzoia,Maize,5913.4,36.1,25.2,56.4,3730.7,813.3
2020-06-30,Trans Nzoia,Wheat,6090.4,31.4,21.7,95.4,1548.6,1088.6
2020-06-30,Trans Nzoia,Rice,3336.5,50.2,23.1,59.3,1455.9,1810.2
2020-06-30,Trans Nzoia,Beans,3881.1,26.7,20.9,53.3,1942.4,1234.8
2020-06-30,Trans Nzoia,Potatoes,5627.9,26.4,21.5,58.7,4531.1,1440.6
2020-06-30,Meru,Maize,5870.2,21.6,15.3,90.5,4715.9,1186.4
2020-06-30,Meru,Wheat,2613.7,41.8,23.0,62.2,4532.2,1715.7
2020-06-30,Meru,Rice,2179.1,52.5,25.0,48.4,3628.6,1944.4
2020-06-30,Meru,Beans,6569.0,39.4,21.9,86.5,1528.7,1270.0
2020-06-30,Meru,Potatoes,3262.7,16.6,18.2,59.2,1854.3,1844.9
2020-06-30,Kiambu,Maize,2179.6,59.3,20.1,34.9,2527.0,615.2
2020-06-30,Kiambu,Wheat,1993.6,54.7,21.3,89.1,1209.7,1469.0
2020-06-30,Kiambu,Rice,3243.8,74.2,15.1,92.2,3731.3,1298.1
2020-06-30,Kiambu,Beans,3790.4,30.0,19.8,61.0,4444.9,514.1
2020-06-30,Kiambu,Potatoes,2254.0,27.8,21.6,79.6,4042.7,1988.3
2020-06-30,Machakos,Maize,6221.5,46.5,24.7,95.2,3010.3,696.4
2020-06-30,Machakos,Wheat,1983.3,27.0,19.7,71.8,1050.7,531.6
2020-06-30,Machakos,Rice,5200.9,44.1,24.4,88.4,2120.2,918.9
2020-06-30,Machakos,Beans,2398.3,52.9,19.3,42.3,1466.1,1995.8
2020-06-30,Machakos,Potatoes,2714.8,42.6,23.0,90.7,3750.9,506.9
2020-07-31,Nakuru,Maize,3434.9,36.4,23.6,67.1,3658.6,916.7
2020-07-31,Nakuru,Wheat,3024.5,58.5,18.3,71.1,1409.5,1597.7
2020-07-31,Nakuru,Rice,2405.1,30.8,22.3,64.5,1400.0,694.6
2020-07-31,Nakuru,Beans,4879.4,32.9,21.6,62.0,3748.0,1070.3
2020-07-31,Nakuru,Potatoes,4128.1,16.8,23.5,63.0,2165.5,1666.9
2020-07-31,Uasin Gishu,Maize,5244.8,50.5,22.3,49.2,3360.3,519.0
2020-07-31,Uasin Gishu,Wheat,4380.8,52.5,16.6,79.8,1523.4,1037.1
2020-07-31,Uasin Gishu,Rice,4852.9,66.5,26.2,85.0,1990.4,1394.3
2020-07-31,Uasin Gishu,Beans,6036.4,47.2,24.8,46.2,4177.7,1461.1
2020-07-31,Uasin Gishu,Potatoes,4913.3,24.6,21.6,39.3,2936.2,974.0
2020-07-31,Trans Nzoia,Maize,3014.5,30.3,23.3,87.4,3191.4,650.3
2020-07-31,Trans Nzoia,Wheat,4796.6,27.1,21.7,63.5,2487.5,1902.7
2020-07-31,Trans Nzoia,Rice,1878.9,41.8,17.8,35.0,3120.4,1689.8
2020-07-31,Trans Nzoia,Beans,4646.7,48.1,23.8,36.5,1538.7,652.0
2020-07-31,Trans Nzoia,Potatoes,2101.2,36.7,20.9,59.7,1231.6,1599.1
2020-07-31,Meru,Maize,4632.1,41.3,19.2,83.1,2009.4,1243.8
2020-07-31,Meru,Wheat,5572.5,16.8,24.5,76.7,3594.0,1678.6
2020-07-31,Meru,Rice,3583.8,54.6,28.3,55.9,4069.5,1365.2
2020-07-31,Meru,Beans,2701.6,55.2,23.3,58.9,3384.1,1642.0
2020-07-31,Meru,Potatoes,5221.4,29.6,21.7,57.0,4554.3,1699.6
2020-07-31,Kiambu,Maize,1394.4,59.2,22.9,83.9,3640.4,1553.7
2020-07-31,Kiambu,Wheat,4866.5,31.7,18.2,50.5,1911.7,1497.5
2020-07-31,Kiambu,Rice,6362.0,8.5,25.0,93.9,2973.7,1431.2
2020-07-31,Kiambu,Beans,5791.5,50.6,19.6,88.5,3469.4,1921.5
2020-07-31,Kiambu,Potatoes,1764.0,15.2,18.8,95.6,4415.4,1869.8
2020-07-31,Machakos,Maize,2660.2,16.7,22.1,39.7,3936.9,1901.3
2020-07-31,Machakos,Wheat,5120.3,30.3,26.7,37.4,4416.2,1428.7
2020-07-31,Machakos,Rice,4832.6,4.3,19.9,89.4,4196.0,739.4
2020-07-31,Machakos,Beans,2518.8,53.3,18.8,79.0,1086.4,1279.3
2020-07-31,Machakos,Potatoes,2834.0,33.7,19.0,74.2,4950.1,891.1
2020-08-31,Nakuru,Maize,3286.1,40.1,24.3,40.9,1425.5,750.3
2020-08-31,Nakuru,Wheat,2691.6,47.2,23.3,55.1,2403.8,1017.2
2020-08-31,Nakuru,Rice,4578.9,50.5,18.8,71.6,1909.5,1967.6
2020-08-31,Nakuru,Beans,4466.7,51.0,18.0,51.1,1927.2,1796.9
2020-08-31,Nakuru,Potatoes,2364.9,0.9,21.6,44.3,3947.6,1667.4
2020-08-31,Uasin Gishu,Maize,6203.4,27.3,28.4,89.0,4628.7,1000.8
2020-08-31,Uasin Gishu,Wheat,2035.0,36.6,19.3,96.1,3360.4,974.1
2020-08-31,Uasin Gishu,Rice,5439.8,45.7,16.6,44.2,4279.4,1788.0
2020-08-31,Uasin Gishu,Beans,3836.8,44.8,21.8,91.0,1839.0,552.4
2020-08-31,Uasin Gishu,Potatoes,2709.8,54.5,16.9,63.3,2646.1,645.9
2020-08-31,Trans Nzoia,Maize,6432.7,51.0,16.4,48.7,3771.8,1034.9
2020-08-31,Trans Nzoia,Wheat,6243.7,42.4,19.3,44.9,3885.7,676.5
2020-08-31,Trans Nzoia,Rice,5641.3,40.3,20.0,76.7,2533.1,1770.1
2020-08-31,Trans Nzoia,Beans,4117.9,31.4,22.3,50.7,3727.7,795.2
2020-08-31,Trans Nzoia,Potatoes,6331.8,26.1,23.8,42.9,1734.7,1341.7
2020-08-31,Meru,Maize,4719.0,34.8,19.7,34.5,1930.3,1902.5
2020-08-31,Meru,Wheat,3170.5,31.2,20.6,70.7,3772.6,798.7
2020-08-31,Meru,Rice,1908.0,42.6,21.8,102.0,1484.8,1738.0
2020-08-31,Meru,Beans,4352.1,58.7,25.7,95.1,2985.5,954.7
2020-08-31,Meru,Potatoes,4114.3,52.7,22.2,58.5,3335.0,1190.1
2020-08-31,Kiambu,Maize,5554.3,69.4,21.9,81.7,1531.1,1846.1
2020-08-31,Kiambu,Wheat,3334.6,32.0,15.4,53.9,1148.0,1328.0
2020-08-31,Kiambu,Rice,3804.5,22.9,20.0,85.7,2653.0,1505.0
2020-08-31,Kiambu,Beans,2267.2,53.7,23.0,62.3,4893.2,649.0
2020-08-31,Kiambu,Potatoes,4846.3,48.8,19.5,64.6,3496.6,765.5
2020-08-31,Machakos,Maize,5853.1,35.3,24.1,41.9,3608.5,1616.5
2020-08-31,Machakos,Wheat,5545.4,39.0,16.7,57.8,3166.7,517.2
2020-08-31,Machakos,Rice,3836.5,42.3,20.5,78.8,4934.9,1420.7
2020-08-31,Machakos,Beans,6449.6,32.0,17.1,35.5,2713.1,1382.5
2020-08-31,Machakos,Potatoes,5952.8,58.7,21.3,34.6,4051.5,1088.2
2020-09-30,Nakuru,Maize,2396.6,48.2,24.4,36.1,3643.7,839.0
2020-09-30,Nakuru,Wheat,4427.7,42.1,23.3,58.1,2400.8,910.9
2020-09-30,Nakuru,Rice,3689.1,28.4,25.2,46.7,2377.1,882.0
2020-09-30,Nakuru,Beans,3639.5,36.3,21.7,87.2,2603.6,1061.9
2020-09-30,Nakuru,Potatoes,5636.9,60.5,25.2,72.3,4359.6,1265.6
2020-09-30,Uasin Gishu,Maize,2743.9,40.5,24.4,66.5,3509.6,586.4
2020-09-30,Uasin Gishu,Wheat,2156.3,65.0,17.8,54.1,3937.5,1225.5
2020-09-30,Uasin Gishu,Rice,5007.2,40.3,19.4,77.1,4159.8,1644.3
2020-09-30,Uasin Gishu,Beans,3127.8,52.4,23.1,48.8,1954.8,1909.5
2020-09-30,Uasin Gishu,Potatoes,4406.2,53.3,20.9,91.0,2296.3,1762.1
2020-09-30,Trans Nzoia,Maize,4795.7,52.0,16.8,68.7,4148.5,1764.1
2020-09-30,Trans Nzoia,Wheat,4004.3,34.7,21.9,84.0,2101.0,873.0
2020-09-30,Trans Nzoia,Rice,2289.5,41.3,21.0,87.4,1721.3,1083.7
2020-09-30,Trans Nzoia,Beans,2035.6,39.5,20.7,52.1,4765.8,1923.2
2020-09-30,Trans Nzoia,Potatoes,5735.1,17.5,19.2,79.0,2397.2,511.0
2020-09-30,Meru,Maize,4167.0,29.0,23.8,40.0,1585.3,916.8
2020-09-30,Meru,Wheat,3372.6,34.2,21.0,36.9,1186.3,896.6
2020-09-30,Meru,Rice,4538.8,46.8,23.7,98.8,4175.3,550.4
2020-09-30,Meru,Beans,5633.9,46.5,22.1,65.5,1759.0,951.6
